APSNR (256)_YYUV
44.94976807
45.67862701
44.41205978
47.11243439
44.23583603
44.27528000
44.35615540
47.10517502
44.14962769
45.26800156
44.48139191
46.75286102
44.43587494
45.21560287
44.06710815
46.98089981
44.36503601
44.76836395
44.38916016
46.95106506
43.94976044
45.15941620
44.49712372
46.64327240
44.40507889
45.23377991
43.93011475
46.90583801
44.30490112
44.59131241
44.11854172
46.87277985
43.78503799
44.84008026
43.41964722
46.82968140
44.42577744
45.16946411
43.97892761
47.10628510
44.38851929
44.75264740
44.23412323
46.98509598
43.95612335
45.12874603
44.50151825
46.68925476
44.39347839
45.18907928
44.03700256
47.08088684
44.32638550
44.72406006
44.16844177
46.93232727
43.97601700
45.18729401
44.45768356
46.62251282
44.44334030
45.17832947
43.97712708
46.80221939
43.74063110
44.09795380
44.07884216
46.89708710
43.84452057
45.10154724
44.37661743
46.70734787
44.45362473
45.11298370
44.02823639
47.03299713
44.25427246
44.67828369
44.22499084
46.93367386
43.96989822
45.27021408
44.29792786
46.61529541
44.38984680
45.15430832
43.90022659
46.94093323
44.29495239
44.69173813
44.18695831
46.72481537
43.69961166
44.78478241
43.51262665
46.64105988
44.34660339
45.15703201
44.00132751
46.85588455
44.34218597
44.61571503
44.11113358
46.52375031
43.80629730
44.96093750
44.30956268
45.87757492
44.26931763
44.96044159
43.68455505
45.51863861
44.38436127
39.91108704
