APSNR (256)_YYUV
C:\Users\dat\Pictures\Camera Roll\phat.mp4
C:\Users\dat\Pictures\Camera Roll\thu.mp4
AVG: 45.17905426
49.94311523
46.83970642
47.44813538
45.87676620
48.39168549
45.35461426
45.71947479
44.48918152
47.60401917
44.13143539
45.26005173
44.51116943
46.96480179
44.66745758
45.30850983
44.30961990
47.38182068
44.88796234
45.21041107
44.76757813
47.27567673
44.34614563
45.31325912
44.56948853
46.87388992
44.36500931
45.21187592
43.99209595
46.90196609
43.83115768
44.19338989
44.26351166
47.04701996
44.05204010
45.69810486
44.88574600
46.98638153
44.97312164
45.65837479
44.45162201
47.14968872
44.35237885
44.81509399
44.16159821
46.94736862
43.78990936
45.10044479
44.36311722
46.62535095
44.57027435
45.26982880
44.15928268
47.30395889
44.86528397
45.09683228
44.78749847
47.17638016
44.20858383
45.30902863
43.94606781
46.95383453
44.49968338
45.30620956
44.03900528
47.18463135
44.43216705
44.90771484
44.73671722
47.23068619
44.33717346
45.72147751
45.00308990
47.03681946
44.49708557
45.30782318
44.10707092
47.05294800
44.27216339
44.62445068
44.29602814
47.02906799
43.89741516
45.28508759
44.42967224
46.69233322
45.02592087
45.72534180
44.47913742
47.17762756
44.40244675
44.22645950
44.26691437
47.06125641
44.06771851
45.33197021
44.46918488
46.78689575
44.43159103
45.18846130
44.08869171
47.04079056
44.31413269
44.68622589
44.26895142
46.84484482
43.88738632
45.14240646
44.36748123
46.42457581
44.41319275
45.21694946
43.94321442
46.64787292
44.33926010
44.64632034
44.26588440
46.68296814
43.78410721
44.89152527
43.57197189
46.87185287
44.98441315
45.73114014
44.39748764
47.17747116
44.77215195
45.03998184
44.83071899
47.23194885
44.42262650
45.73807144
44.99412918
46.89178848
44.57382584
45.28477097
44.07603455
46.78360367
44.26008224
44.74170303
44.24385834
46.48613739
43.79461670
45.13714218
44.39977646
46.50864029
44.89294052
45.71660995
44.35211563
47.25296402
44.23278046
44.68385696
44.75643921
47.39321899
44.45074081
45.75106812
45.09131622
47.13877869
44.59542847
45.37226868
44.07397842
47.05792999
44.34568787
44.57325363
44.11970139
46.92380905
43.88796997
45.25954437
44.37894440
46.68333054
44.89052200
45.55541229
44.21405792
47.22009659
44.73267365
45.10282135
44.32460403
47.02272415
43.95190430
44.92654800
43.52634048
46.71730423
44.37364960
45.18253708
43.96094513
47.07691193
44.31483841
44.88513947
44.82223892
47.19930649
44.39707947
45.70536041
44.96149445
46.93714905
44.47975540
45.24600601
44.10065460
47.03068542
44.23663330
44.62687683
44.10188293
46.88761902
43.81261826
45.18408203
44.31436157
46.58916473
44.91329956
45.64514542
44.44481277
47.12631607
44.17261124
44.29589081
44.25328064
46.91612244
43.95915985
45.22662354
44.46505737
46.57537460
44.47932816
45.19805527
44.07107925
46.82246399
44.26428223
44.65826416
44.26364136
46.89035416
43.83856964
45.09906769
44.41504669
46.51973343
44.83353424
45.55148315
44.41423035
47.11843109
44.82065582
44.93999100
44.34837723
46.86153412
43.84755707
44.94128418
43.58576202
46.70551682
44.46869659
45.23451233
44.01964188
46.97803497
44.31407547
44.78461456
44.71658325
47.17119217
44.28697586
49.91990662
45.30954742
45.66739655
44.61640930
47.47955704
44.11183929
45.26389694
44.37725449
46.85518265
44.59142303
45.37440872
44.25815964
47.31758118
44.89836884
45.01650238
44.84670639
47.21427536
44.23659897
45.30128098
44.00051498
46.89245224
44.48375320
45.23273468
44.01529312
46.99684525
44.34692383
44.71510315
44.73584747
47.00531387
44.16510773
45.52408218
44.89128113
46.94070816
44.43040466
45.37586594
44.06867981
46.99474335
44.25583267
44.74814606
44.26715851
46.80648041
43.87097168
45.03830338
44.37351990
46.33546829
44.24824524
45.09813309
43.82536316
46.83990097
43.69966888
44.31090927
44.58328247
47.19548035
44.27391052
45.71331787
44.99451065
46.94949722
44.51858139
45.22872162
44.04533386
47.02472305
44.35976028
44.73610687
44.26086044
46.92483902
43.83971786
45.21385956
44.44657898
46.59965134
44.48890686
45.30620193
44.04533386
46.92066193
44.37771606
44.74088287
44.34584045
46.80603027
43.84395599
44.91280365
43.44740295
46.87415314
44.40919495
45.22035217
43.96932602
47.08644485
44.26936340
44.78993988
44.71019363
47.02270126
44.23841476
45.67282104
44.87781143
47.02787018
44.52150726
45.29988098
44.05345535
47.03559113
44.22294998
44.57334900
44.13520432
46.92842865
43.69548416
45.06747818
44.40068817
46.64270401
